1289a,1289c,2,1,1,0,2,3,0,3,2,1,1,1,3,2,2,1,4,2,1
1289b,1289c,1,4,1,3,2,2,0,2,2,1,1,1,3,2,2,1,4,2,1
1565b,1565c,2,1,1,3,0,2,0,2,2,2,1,1,0,2,2,2,2,2,1
0552a,0552b,2,1,1,0,2,2,1,2,1,2,0,1,3,2,2,0,0,2,1
0552a,0552c,2,1,1,0,2,2,1,2,1,1,2,1,0,2,2,0,2,2,1
0552b,0552c,2,0,1,3,2,2,0,0,2,1,2,1,0,2,2,0,2,2,1
1307a,1307b,1,1,1,3,2,2,0,1,1,3,4,1,0,2,3,1,1,2,1
1492a,1492b,1,1,1,3,2,1,0,0,2,2,2,1,0,2,2,0,0,2,1
1492a,1492c,1,1,1,3,2,1,0,0,2,1,1,1,3,2,3,0,2,2,1
1492b,1492c,2,2,1,0,2,2,0,0,2,1,1,1,3,2,3,0,2,2,1
0366a,0366b,2,4,1,3,2,2,0,3,2,3,1,2,4,3,2,0,2,2,1
0434b,0434c,1,4,1,0,2,2,0,0,2,0,1,0,2,2,3,0,3,2,1
0434b,0434a,1,4,1,0,2,2,0,0,2,3,0,0,2,0,3,3,0,2,1
0496f,0496c,2,4,1,0,2,2,1,2,2,3,4,1,3,2,2,0,1,2,1
0496f,0496d,2,4,1,0,2,2,1,2,2,2,1,1,1,2,2,0,1,1,1
0496f,0496a,2,4,1,0,2,2,1,2,2,3,4,1,0,2,3,1,2,2,1
0496f,0496e,2,4,1,0,2,2,1,2,2,2,1,0,1,2,3,0,2,2,1
1382b,1382a,2,1,1,0,0,2,0,0,2,2,0,1,0,2,2,1,3,2,1
1416b,1416a,2,0,1,0,2,2,1,2,2,1,1,1,3,2,1,0,4,2,1
1416b,1416c,2,0,1,0,2,2,1,2,2,1,4,1,3,2,3,1,4,2,1
0374b,0374c,1,4,1,3,2,2,0,1,2,2,1,1,3,2,2,3,0,2,1
0374b,0374a,1,4,1,3,2,2,0,1,2,2,2,0,0,2,1,3,3,2,1
0544b,0544a,2,1,1,3,2,3,0,0,2,0,1,1,0,2,2,0,1,1,1
0544b,0544c,2,1,1,3,2,3,0,0,2,1,4,1,3,2,2,2,0,1,1
0579a,0579c,1,0,1,3,2,2,0,1,2,2,1,1,0,2,2,1,0,1,1
1320a,1320b,1,1,1,3,2,1,0,3,2,3,1,1,0,2,1,0,0,2,1
1320a,1320c,1,1,1,3,2,1,0,3,2,2,2,1,0,2,2,0,3,2,1
1320b,1320c,3,1,1,0,2,1,0,0,2,2,2,1,0,2,2,0,3,2,1
1334a,1334c,3,1,1,0,2,3,0,2,2,3,4,1,3,2,3,1,2,2,1
1370a,1370b,2,1,1,3,0,2,0,1,2,1,0,1,0,2,2,0,3,2,1
1370a,1370c,2,1,1,3,0,2,0,1,2,3,1,1,1,2,2,1,1,2,1
1370b,1370c,1,0,1,0,2,2,0,3,2,3,1,1,1,2,2,1,1,2,1
1426b,1426c,2,1,1,0,2,1,0,4,2,1,0,1,0,2,3,1,2,2,1
1426b,1426a,2,1,1,0,2,1,0,4,2,2,0,1,1,2,2,1,2,1,1
1463a,1463b,2,1,1,0,2,2,1,1,1,3,1,1,3,2,1,0,1,2,1
1463a,1463c,2,1,1,0,2,2,1,1,1,1,2,1,0,2,2,0,1,2,1
1463b,1463c,3,1,1,3,2,1,0,1,2,1,2,1,0,2,2,0,1,2,1
1468a,1468b,1,1,1,2,2,2,0,0,2,3,1,1,2,2,2,1,3,2,1
1468a,1468c,1,1,1,2,2,2,0,0,2,1,2,1,3,2,2,0,4,2,1
1483a,1483b,2,1,1,3,2,3,0,3,2,3,4,1,0,2,2,0,1,2,1
1483a,1483c,2,1,1,3,2,3,0,3,2,1,1,1,1,0,1,0,1,1,1
1483b,1483c,3,4,1,0,2,2,0,1,2,1,1,1,1,0,1,0,1,1,1
1488a,1488c,1,1,1,0,2,3,0,0,2,3,0,1,0,2,2,0,1,2,1
1488a,1488b,1,1,1,0,2,3,0,0,2,2,2,1,0,0,2,1,1,1,1
1488c,1488b,3,0,1,0,2,2,0,1,2,2,2,1,0,0,2,1,1,1,1
1534c,1534a,3,1,1,0,2,1,0,3,2,2,1,1,1,2,3,1,3,2,1
0491b,0491c,2,1,1,0,2,1,1,0,2,2,2,1,0,2,2,0,4,2,1
0491b,0491a,2,1,1,0,2,1,1,0,2,2,1,1,1,2,1,0,2,1,1
1119a,1119b,1,1,1,0,0,2,0,1,2,1,1,1,3,2,3,0,1,2,1
1119a,1119c,1,1,1,0,0,2,0,1,2,2,1,1,3,2,2,1,2,1,1
1119b,1119c,1,1,1,3,2,3,0,1,2,2,1,1,3,2,2,1,2,1,1
1129c,1129a,1,2,1,3,2,2,0,2,2,3,1,1,0,2,2,3,1,2,1
1129c,1129b,1,2,1,3,2,2,0,2,2,3,1,1,0,2,2,1,4,1,1
1344a,1344b,1,1,1,0,2,3,0,3,2,3,4,1,3,2,2,0,2,2,1
1344a,1344c,1,1,1,0,2,3,0,3,2,3,1,1,3,2,2,1,4,2,1
1344b,1344c,3,4,1,3,2,2,0,2,2,3,1,1,3,2,2,1,4,2,1
1516a,1516b,2,0,1,0,2,2,1,1,2,2,1,1,1,2,1,0,1,2,1
0306a,0306b,3,1,1,2,2,2,0,1,2,2,1,0,2,2,2,0,2,2,1
1309b,1309c,2,2,1,3,2,2,0,0,2,1,1,0,1,0,1,0,2,1,1
1458a,1458b,0,1,1,3,2,2,1,1,2,1,1,1,0,2,2,1,2,1,1
1458a,1458c,0,1,1,3,2,2,1,1,2,1,4,1,3,2,2,0,0,2,1
1458b,1458c,1,1,1,0,2,2,1,2,1,1,4,1,3,2,2,0,0,2,1
0414a,0414b,3,2,1,0,2,2,0,2,2,1,1,1,0,2,1,1,1,2,1
0414a,0414c,3,2,1,0,2,2,0,2,2,0,1,1,0,2,2,1,3,2,1
0414b,0414c,1,1,1,0,2,1,1,1,2,0,1,1,0,2,2,1,3,2,1
0539a,0539b,2,4,1,3,2,2,1,2,2,3,1,1,0,0,2,0,2,2,1
0539a,0539c,2,4,1,3,2,2,1,2,2,2,1,1,0,2,2,3,0,2,1
0539b,0539c,3,1,1,0,0,2,0,2,2,2,1,1,0,2,2,3,0,2,1
0576c,0576b,2,4,1,1,2,2,0,2,2,1,1,1,3,0,2,3,0,2,1
1137b,1137c,3,1,1,3,2,1,0,0,2,2,2,1,3,2,2,0,3,2,1
1164c,1164a,3,1,1,3,2,3,0,2,2,2,1,0,2,2,1,1,1,2,1
1164c,1164b,3,1,1,3,2,3,0,2,2,2,1,1,2,1,2,1,1,2,1
1180a,1180b,2,1,1,2,2,2,1,1,2,1,1,1,0,2,2,1,1,1,1
1180a,1180c,2,1,1,2,2,2,1,1,2,2,4,1,0,2,3,0,3,2,1
1375b,1375c,1,4,1,3,2,2,0,3,2,3,4,1,0,2,2,0,0,2,1
1375b,1375a,1,4,1,3,2,2,0,3,2,1,0,1,1,2,2,0,3,2,1
1375c,1375a,3,4,1,0,2,2,0,0,2,1,0,1,1,2,2,0,3,2,1
0333b,0333c,2,1,1,0,2,3,1,1,2,3,2,1,1,2,1,1,1,2,1
0333b,0333a,2,1,1,0,2,3,1,1,2,2,1,1,3,2,1,2,0,1,1
0381a,0381b,1,0,1,3,2,2,0,3,2,3,1,1,0,2,3,0,4,2,1
0381a,0381c,1,0,1,3,2,2,0,3,2,1,4,1,3,2,3,0,2,2,1
0411c,0411b,2,1,1,3,2,1,0,4,2,1,2,1,1,2,2,0,1,2,1
0411c,0411a,2,1,1,3,2,1,0,4,2,3,1,1,0,2,1,1,4,2,1
1352b,1352c,2,1,1,3,2,2,2,1,2,2,2,1,0,2,2,1,2,2,1
1352b,1352a,2,1,1,3,2,2,2,1,2,2,2,1,1,2,2,1,4,2,1
1352c,1352a,2,2,1,0,2,2,1,2,2,2,2,1,1,2,2,1,4,2,1
1393a,1393b,2,4,1,0,2,2,0,4,2,2,1,1,3,0,2,0,3,2,1
1393a,1393c,2,4,1,0,2,2,0,4,2,1,4,1,0,2,2,1,2,2,1
1393b,1393c,2,1,1,3,0,2,0,3,2,1,4,1,0,2,2,1,2,2,1
1394a,1394c,2,1,1,3,2,2,1,1,1,3,2,1,0,2,2,3,2,1,1
1394a,1394b,2,1,1,3,2,2,1,1,1,3,1,0,1,2,1,1,3,2,1
0351c,0351a,1,0,1,0,2,2,1,2,2,1,2,0,0,2,2,0,3,2,1
0351c,0351b,1,0,1,0,2,2,1,2,2,1,1,1,1,3,2,1,3,2,1
0424a,0424c,1,2,1,3,2,2,0,1,2,2,1,1,0,2,2,3,3,2,1
0496c,0496d,3,4,1,3,2,2,0,1,2,2,1,1,1,2,2,0,1,1,1
0496c,0496a,3,4,1,3,2,2,0,1,2,3,4,1,0,2,3,1,2,2,1
0496c,0496e,3,4,1,3,2,2,0,1,2,2,1,0,1,2,3,0,2,2,1
0496d,0496a,2,1,1,1,2,2,0,1,1,3,4,1,0,2,3,1,2,2,1
0496d,0496e,2,1,1,1,2,2,0,1,1,2,1,0,1,2,3,0,2,2,1
1257b,1257c,3,4,1,0,2,2,0,3,2,0,1,1,3,2,2,0,4,2,1
1257b,1257a,3,4,1,0,2,2,0,3,2,2,1,1,2,2,1,0,3,2,1
1257c,1257a,0,1,1,3,2,2,0,4,2,2,1,1,2,2,1,0,3,2,1
1447a,1447b,2,1,1,3,2,1,1,0,2,1,4,1,0,2,2,2,1,1,1
1447a,1447c,2,1,1,3,2,1,1,0,2,1,1,0,1,2,2,2,2,2,1
0458c,0458b,3,0,1,0,2,2,0,3,2,3,2,1,3,2,2,1,3,2,1
1284b,1284c,1,1,1,3,0,2,0,1,2,3,1,1,0,2,1,1,2,2,1
0477a,0477b,2,1,1,1,2,1,0,0,2,2,1,1,1,2,3,0,2,2,1
1180b,1180c,1,1,1,0,2,2,1,1,1,2,4,1,0,2,3,0,3,2,1
1442a,1442b,3,2,1,0,2,2,0,1,2,2,2,1,3,2,2,1,4,2,1
1442a,1442c,3,2,1,0,2,2,0,1,2,1,1,1,0,0,2,0,2,1,1
1531b,1531c,2,1,1,3,2,1,1,3,2,3,1,1,0,2,3,1,2,2,1
1531b,1531a,2,1,1,3,2,1,1,3,2,2,0,1,0,2,3,0,3,2,1
0536a,0536b,2,1,1,0,2,3,0,4,2,1,0,1,2,2,2,0,3,2,1
0560c,0560a,1,1,1,0,2,1,1,0,2,2,4,1,0,0,2,0,3,2,1
0560c,0560b,1,1,1,0,2,1,1,0,2,0,1,1,0,2,2,1,0,1,1
1153a,1153b,0,1,1,1,2,2,0,0,2,0,4,1,3,2,2,1,2,2,1
1153a,1153c,0,1,1,1,2,2,0,0,2,2,1,1,0,1,2,0,1,2,1
1402a,1402b,2,1,1,1,2,1,0,3,2,1,2,1,3,0,2,1,3,2,1
1417c,1417b,1,1,1,3,2,2,1,2,1,3,4,1,0,2,3,0,3,2,1
1417c,1417a,1,1,1,3,2,2,1,2,1,1,1,0,0,2,3,1,3,2,1
1520a,1520c,3,2,1,3,2,2,0,2,2,2,1,1,3,1,2,0,1,2,1
1521a,1521c,2,2,1,0,2,2,1,1,2,0,1,1,2,2,2,1,0,2,1
1521a,1521b,2,2,1,0,2,2,1,1,2,3,1,1,3,0,2,3,3,2,1
1543b,1543c,2,1,1,2,2,2,1,0,2,1,1,1,1,2,2,0,2,1,1
0597c,0597b,1,4,1,0,2,2,1,1,2,2,4,1,3,2,3,0,3,2,1
0597c,0597a,1,4,1,0,2,2,1,1,2,3,4,2,0,2,3,3,1,1,1
0355c,0355a,1,1,1,1,2,1,0,1,2,3,2,1,3,2,3,0,3,2,1
0355c,0355b,1,1,1,1,2,1,0,1,2,1,4,1,0,0,2,1,1,1,1
0374c,0374a,2,1,1,3,2,2,3,0,2,2,2,0,0,2,1,3,3,2,1
0396c,0396b,3,1,1,0,2,2,3,2,2,2,1,0,1,2,2,1,3,2,1
0550a,0550b,3,4,1,3,2,2,0,0,2,3,0,1,0,2,2,0,4,2,1
0550a,0550c,3,4,1,3,2,2,0,0,2,2,0,1,1,2,2,0,4,2,1
1366a,1366b,3,1,1,0,2,1,1,1,2,2,2,1,3,2,2,1,2,2,1
1366a,1366c,3,1,1,0,2,1,1,1,2,0,1,1,0,2,2,1,1,1,1
1366b,1366c,2,2,1,3,2,2,1,2,2,0,1,1,0,2,2,1,1,1,1
1413a,1413b,2,1,1,1,2,3,0,1,2,0,1,1,0,2,1,0,2,2,1
1413a,1413c,2,1,1,1,2,3,0,1,2,1,4,1,3,2,2,1,2,2,1
1413b,1413c,0,1,1,0,2,1,0,2,2,1,4,1,3,2,2,1,2,2,1
0307a,0307b,2,0,1,3,2,2,0,4,2,3,0,1,0,2,2,1,2,2,1
0307a,0307c,2,0,1,3,2,2,0,4,2,1,1,1,1,2,2,2,3,2,1
0363c,0363b,1,1,1,0,2,2,3,0,2,1,1,1,1,2,1,0,1,1,1
0363c,0363a,1,1,1,0,2,2,3,0,2,0,0,1,1,2,2,1,1,2,1
1176b,1176a,1,4,1,1,2,2,0,2,2,2,0,2,4,2,2,1,3,2,1
1255a,1255b,1,1,1,0,2,2,1,0,1,1,1,1,1,2,2,1,4,2,1
1255a,1255c,1,1,1,0,2,2,1,0,1,2,1,1,0,1,2,0,2,2,1
1255b,1255c,1,1,1,1,2,2,1,4,2,2,1,1,0,1,2,0,2,2,1
1234a,1234b,3,4,1,3,2,2,0,3,2,3,0,1,1,2,3,0,4,2,1
1234a,1234c,3,4,1,3,2,2,0,3,2,2,1,0,2,2,3,0,2,2,1
1236a,1236c,3,0,1,3,2,2,0,3,2,1,1,1,1,2,3,0,1,2,1
1236a,1236b,3,0,1,3,2,2,0,3,2,3,4,1,0,2,2,1,0,2,1
1149a,1149b,1,1,1,0,2,3,1,1,2,2,4,1,3,2,2,1,0,2,1
1149a,1149c,1,1,1,0,2,3,1,1,2,1,1,1,3,2,1,3,3,2,1
1149b,1149c,2,4,1,3,2,2,1,0,2,1,1,1,3,2,1,3,3,2,1
1416a,1416c,1,1,1,3,2,1,0,4,2,1,4,1,3,2,3,1,4,2,1
0491c,0491a,2,2,1,0,2,2,0,4,2,2,1,1,1,2,1,0,2,1,1
1134a,1134b,2,0,1,3,2,2,1,0,2,3,4,1,1,2,2,0,2,2,1
1134a,1134c,2,0,1,3,2,2,1,0,2,2,1,1,0,2,2,3,4,2,1
1144b,1144c,1,2,1,0,2,2,1,2,2,1,1,1,2,2,1,0,0,2,1
1424a,1424b,3,4,1,0,2,2,1,2,2,3,1,1,0,0,2,0,0,2,1
1424a,1424c,3,4,1,0,2,2,1,2,2,1,1,1,3,2,2,1,1,1,1
1424b,1424c,3,1,1,0,0,2,0,0,2,1,1,1,3,2,2,1,1,1,1
1471b,1471c,1,0,1,0,2,2,0,4,2,1,1,1,0,0,1,1,1,2,1
0307b,0307c,3,0,1,0,2,2,1,2,2,1,1,1,1,2,2,2,3,2,1
0569c,0569a,1,1,1,0,2,2,3,3,2,1,1,0,2,2,3,0,3,2,1
0569c,0569b,1,1,1,0,2,2,3,3,2,0,0,1,2,2,1,1,1,2,1
0472a,0472c,3,1,1,3,2,3,0,0,2,2,1,1,1,2,2,3,2,2,1
1268a,1268b,2,1,1,0,0,2,0,4,2,1,1,1,0,2,2,1,3,1,1
